      -180   -3.1416    0.0000   -1.0000   -0.0000
      -179   -3.1241   -0.0175   -0.9998    0.0175
      -178   -3.1067   -0.0349   -0.9994    0.0349
      -177   -3.0892   -0.0523   -0.9986    0.0524
      -176   -3.0718   -0.0698   -0.9976    0.0699
      -175   -3.0543   -0.0872   -0.9962    0.0875
      -174   -3.0369   -0.1045   -0.9945    0.1051
      -173   -3.0194   -0.1219   -0.9925    0.1228
      -172   -3.0020   -0.1392   -0.9903    0.1405
      -171   -2.9845   -0.1564   -0.9877    0.1584
      -170   -2.9671   -0.1736   -0.9848    0.1763
      -169   -2.9496   -0.1908   -0.9816    0.1944
      -168   -2.9322   -0.2079   -0.9781    0.2126
      -167   -2.9147   -0.2250   -0.9744    0.2309
      -166   -2.8972   -0.2419   -0.9703    0.2493
      -165   -2.8798   -0.2588   -0.9659    0.2679
      -164   -2.8623   -0.2756   -0.9613    0.2867
      -163   -2.8449   -0.2924   -0.9563    0.3057
      -162   -2.8274   -0.3090   -0.9511    0.3249
      -161   -2.8100   -0.3256   -0.9455    0.3443
      -160   -2.7925   -0.3420   -0.9397    0.3640
      -159   -2.7751   -0.3584   -0.9336    0.3839
      -158   -2.7576   -0.3746   -0.9272    0.4040
      -157   -2.7402   -0.3907   -0.9205    0.4245
      -156   -2.7227   -0.4067   -0.9135    0.4452
      -155   -2.7053   -0.4226   -0.9063    0.4663
      -154   -2.6878   -0.4384   -0.8988    0.4877
      -153   -2.6704   -0.4540   -0.8910    0.5095
      -152   -2.6529   -0.4695   -0.8829    0.5317
      -151   -2.6354   -0.4848   -0.8746    0.5543
      -150   -2.6180   -0.5000   -0.8660    0.5774
      -149   -2.6005   -0.5150   -0.8572    0.6009
      -148   -2.5831   -0.5299   -0.8480    0.6249
      -147   -2.5656   -0.5446   -0.8387    0.6494
      -146   -2.5482   -0.5592   -0.8290    0.6745
      -145   -2.5307   -0.5736   -0.8192    0.7002
      -144   -2.5133   -0.5878   -0.8090    0.7265
      -143   -2.4958   -0.6018   -0.7986    0.7536
      -142   -2.4784   -0.6157   -0.7880    0.7813
      -141   -2.4609   -0.6293   -0.7771    0.8098
      -140   -2.4435   -0.6428   -0.7660    0.8391
      -139   -2.4260   -0.6561   -0.7547    0.8693
      -138   -2.4086   -0.6691   -0.7431    0.9004
      -137   -2.3911   -0.6820   -0.7314    0.9325
      -136   -2.3736   -0.6947   -0.7193    0.9657
      -135   -2.3562   -0.7071   -0.7071    1.0000
      -134   -2.3387   -0.7193   -0.6947    1.0355
      -133   -2.3213   -0.7314   -0.6820    1.0724
      -132   -2.3038   -0.7431   -0.6691    1.1106
      -131   -2.2864   -0.7547   -0.6561    1.1504
      -130   -2.2689   -0.7660   -0.6428    1.1918
      -129   -2.2515   -0.7771   -0.6293    1.2349
      -128   -2.2340   -0.7880   -0.6157    1.2799
      -127   -2.2166   -0.7986   -0.6018    1.3270
      -126   -2.1991   -0.8090   -0.5878    1.3764
      -125   -2.1817   -0.8192   -0.5736    1.4281
      -124   -2.1642   -0.8290   -0.5592    1.4826
      -123   -2.1468   -0.8387   -0.5446    1.5399
      -122   -2.1293   -0.8480   -0.5299    1.6003
      -121   -2.1118   -0.8572   -0.5150    1.6643
      -120   -2.0944   -0.8660   -0.5000    1.7321
      -119   -2.0769   -0.8746   -0.4848    1.8040
      -118   -2.0595   -0.8829   -0.4695    1.8807
      -117   -2.0420   -0.8910   -0.4540    1.9626
      -116   -2.0246   -0.8988   -0.4384    2.0503
      -115   -2.0071   -0.9063   -0.4226    2.1445
      -114   -1.9897   -0.9135   -0.4067    2.2460
      -113   -1.9722   -0.9205   -0.3907    2.3559
      -112   -1.9548   -0.9272   -0.3746    2.4751
      -111   -1.9373   -0.9336   -0.3584    2.6051
      -110   -1.9199   -0.9397   -0.3420    2.7475
      -109   -1.9024   -0.9455   -0.3256    2.9042
      -108   -1.8850   -0.9511   -0.3090    3.0777
      -107   -1.8675   -0.9563   -0.2924    3.2709
      -106   -1.8500   -0.9613   -0.2756    3.4874
      -105   -1.8326   -0.9659   -0.2588    3.7321
      -104   -1.8151   -0.9703   -0.2419    4.0108
      -103   -1.7977   -0.9744   -0.2250    4.3315
      -102   -1.7802   -0.9781   -0.2079    4.7046
      -101   -1.7628   -0.9816   -0.1908    5.1446
      -100   -1.7453   -0.9848   -0.1736    5.6713
       -99   -1.7279   -0.9877   -0.1564    6.3138
       -98   -1.7104   -0.9903   -0.1392    7.1154
       -97   -1.6930   -0.9925   -0.1219    8.1444
       -96   -1.6755   -0.9945   -0.1045    9.5144
       -95   -1.6581   -0.9962   -0.0872   11.4300
       -94   -1.6406   -0.9976   -0.0698   14.3007
       -93   -1.6232   -0.9986   -0.0523   19.0811
       -92   -1.6057   -0.9994   -0.0349   28.6363
       -91   -1.5882   -0.9998   -0.0175   57.2901
       -90   -1.5708   -1.0000   -0.0000     10000
       -89   -1.5533   -0.9998    0.0175  -57.2900
       -88   -1.5359   -0.9994    0.0349  -28.6363
       -87   -1.5184   -0.9986    0.0523  -19.0811
       -86   -1.5010   -0.9976    0.0698  -14.3007
       -85   -1.4835   -0.9962    0.0872  -11.4300
       -84   -1.4661   -0.9945    0.1045   -9.5144
       -83   -1.4486   -0.9925    0.1219   -8.1443
       -82   -1.4312   -0.9903    0.1392   -7.1154
       -81   -1.4137   -0.9877    0.1564   -6.3138
       -80   -1.3963   -0.9848    0.1736   -5.6713
       -79   -1.3788   -0.9816    0.1908   -5.1446
       -78   -1.3614   -0.9781    0.2079   -4.7046
       -77   -1.3439   -0.9744    0.2250   -4.3315
       -76   -1.3265   -0.9703    0.2419   -4.0108
       -75   -1.3090   -0.9659    0.2588   -3.7321
       -74   -1.2915   -0.9613    0.2756   -3.4874
       -73   -1.2741   -0.9563    0.2924   -3.2709
       -72   -1.2566   -0.9511    0.3090   -3.0777
